City Name,Cloudiness,Current Temp,Humidity,Latitude,Max Temp,Wind Speed
Bhaktapur,64,63.49,95,27.67,63.49,2.51
Ponerihouen,64,72.04,100,-21.08,72.04,12.01
Moires,20,71.6,78,35.08,71.6,14.99
Colombo,40,64.4,63,-25.28,64.4,9.17
Sukhothai,88,73.21,99,17.01,73.21,2.62
Mulanur,36,78.88,77,10.77,78.88,15.03
Hit,80,82.66,26,33.64,82.66,5.19
Siofok,0,69.8,60,46.9,69.8,9.17
Mettlach,0,62.62,88,49.5,64.4,4.7
Khomutovo,0,52.24,59,52.85,52.24,7.76
Lanas,90,82.4,78,10.27,82.4,3.36
Noyakert,75,60.8,93,39.82,60.8,4.7
Nzerekore,32,75.55,81,7.75,75.55,5.97
Amagi,20,69.64,83,33.42,71.6,2.24
Khrystynivka,0,60.88,47,48.82,60.88,10.45
Bela pod Bezdezem,20,72.59,68,50.5,73.4,5.82
Victoria,40,91.47,55,28.8,93.2,11.41
Juazeiro do Norte,32,77.17,54,-7.2,77.17,10.56
Broumov,0,64.4,72,50.59,64.4,10.29
Ojhar,76,73.57,96,20.1,73.57,8.66
Starotitarovskaya,0,66.2,42,45.22,66.2,29.08
Kibondo,0,58.27,75,-3.59,58.27,2.28
Leopoldov,36,72.43,60,48.45,73.4,13.87
Tiream,0,64.4,68,47.62,64.4,4.7
Kericho,8,53.14,94,-0.37,53.14,4.74
Sannat,0,69.8,88,36.02,69.8,11.41
Jablonec nad Jizerou,12,68.44,66,50.7,68.44,8.1
Inzhavino,0,51.07,51,52.32,51.07,7.65
Crosby,20,61.74,77,53.48,64.4,19.46
Otta,8,57.28,62,61.77,57.28,1.39
Vieux-Conde,32,63.66,88,50.46,68,3.36
Pashkovskiy,0,66.2,37,45.02,66.2,17.9
Eysines,0,60.8,87,44.88,62.6,3.36
Valle San Francisco,40,81.54,88,12.57,82.4,4.7
Christiana,0,40.09,74,-27.91,40.09,4.52
Recreio,80,67.63,68,-21.53,67.63,7.76
El Milagro,75,92.23,44,15.4,98.6,3.36
Ariana,40,69.35,68,36.86,71.6,13.87
Taupo,0,34.06,78,-38.68,34.06,2.51
Semirara,8,84.01,100,12.07,84.01,17.16
Tabivere,0,64.4,48,58.55,64.4,11.41
Hercegszanto,0,64.4,63,45.95,64.4,8.05
Khatima,0,74.74,68,28.92,74.74,4.41
Cervantes,80,80.59,100,10.87,80.59,6.08
Mancheral,8,86.26,47,18.87,86.26,10.78
Pszow,0,59.95,100,50.04,60.8,2.24
Guča,0,59.86,72,43.78,60.8,4.18
Santa Vitoria do Palmar,0,69.97,64,-33.52,69.97,10.56
Redondo Beach,75,70.52,68,33.85,77,12.75
Revda,76,41.17,91,67.94,41.17,7.2
Dalmau,0,86.26,45,26.07,86.26,9.44
Neuhückeswagen,75,67.08,88,51.15,68,4.7
Byumba Ville,20,66.2,68,-1.58,66.2,1.12
Thurles,0,62.41,66,52.68,62.41,8.66
San Policarpio,36,77.35,100,12.07,77.35,5.41
Viesite,0,65.47,64,56.35,65.47,2.73
Port Washington,1,81.48,51,43.39,91.4,8.05
Hulin,0,63.48,68,49.31,68,10.29
Dhangarhi,0,70.87,72,28.68,70.87,3.06
Ladwa,32,85.72,35,29.99,85.72,10.22
Xiaoxita,92,70.24,86,30.77,70.24,1.28
Tenancingo,5,84.2,25,19.15,84.2,13.87
Luebo,36,77.44,74,-5.35,77.44,2.06
Béthune,56,62.8,88,50.53,68,3.36
Dinkelsbuhl,75,65.03,82,49.07,66.2,3.36
Norcross,90,79.14,83,33.94,82.4,16.11
Man,92,76.45,82,7.41,76.45,5.64
Gerede,12,47.47,92,40.8,47.47,2.28
Chievres,32,63.93,100,50.58,68,3.36
Szekelyhid,0,64.4,72,47.35,64.4,4.7
Wastinelle,20,64.04,100,50.65,68,3.36
Chelm,0,62.59,61,51.14,62.59,2.84
Monsummano,20,65.68,60,43.87,75.2,5.82
Hoyerswerda,0,75.2,53,51.43,75.2,8.05
Merefa,0,55.4,54,49.82,55.4,6.71
Ipaucu,36,72.76,41,-23.05,72.76,6.98
Lupac,0,68,56,45.28,68,4.7
Limbus,20,64.17,88,46.55,66.2,5.82
Arrode,90,68.59,60,52.07,73.4,1.12
Katubao,56,72.04,100,5.89,72.04,3.74
Batasan,75,77,100,7.03,77,5.82
Nizami,75,60.8,93,40.09,60.8,4.7
Chamonix-Mont-Blanc,8,58.69,93,45.92,69.8,5.82
Chernihiv,0,58.99,50,51.51,58.99,6.53
Bushtyno,0,64.4,63,48.05,64.4,2.24
Rosemont,1,91.06,23,38.55,93.2,4.7
Temax,36,94.54,46,21.15,94.54,3.4
Brusque,20,71.6,88,-27.1,71.6,6.93
Zolochiv,0,57.27,54,50.28,59,6.71
Chioggia,0,73.4,69,45.23,73.4,6.93
Esperance,0,41.8,80,-33.86,41.8,7.54
Cameta,24,79.06,88,-2.25,79.06,1.61
Sibolga,92,69.61,100,1.74,69.61,0.6
Ordzhonikidze,0,65.92,52,47.67,65.92,13.58
Petnehaza,0,65.92,65,48.06,65.92,2.84
Potok,0,64.75,43,59.51,64.75,9.44
Eppingen,0,67.05,68,49.14,69.8,2.24
Liborina,40,75.96,54,6.63,78.8,16.11
Kuanos,90,82.4,78,10.28,82.4,3.36
Santa Fe Springs,75,73.42,68,33.95,82.4,12.75
Bochalema,40,91.4,49,7.61,91.4,9.17
Meihekou,92,52.6,99,42.53,52.6,3.74
Hacienda Santa Rosa,12,75.28,90,10.57,75.28,4.63
Zunil,40,89.6,62,14.78,89.6,13.87
Murashi,92,52.87,97,59.44,52.87,5.41
Steinkjer,0,53.26,71,64.02,57.2,12.75
Wielsbeke,88,61.54,88,50.9,68,3.36
La Libertad,1,89.6,70,14.72,89.6,19.46
Mateo,40,86.47,58,14.07,89.6,10.29
Stal’skoye,75,62.6,59,43.19,62.6,11.18
Shiraoka,75,65.82,82,36.02,68,4.41
Vatra Dornei,0,50.08,68,47.35,50.08,2.62
Chiplun,76,75.19,96,17.53,75.19,3.18
Kantunilkin,75,80.6,83,21.09,80.6,10.29
Praid,0,59,67,46.55,59,3.36
Tavricheskoye,0,42.8,81,54.59,42.8,8.95
Guryevsk,8,49,92,54.28,49,4.52
Bad Durrheim,0,66.92,72,48.02,68,3.36
Mar del Plata,90,60.8,100,-38,60.8,5.3
Delmenhorst,75,69.8,73,53.05,69.8,12.75
Syasstroy,0,63.94,45,60.14,63.94,11.45
San Jose,76,78.43,100,11.01,78.43,4.18
Salzburghofen,75,69.8,60,47.85,69.8,6.93
Nueva Gorgona,20,83.74,100,8.48,83.74,7.99
Santa Maria,44,74.2,93,12.58,74.2,2.73
Severnyy,0,59,47,50.68,59,4.47
East Saint Louis,90,81.63,74,38.62,82.4,8.05
Oberhof,68,68,77,47.77,73.4,9.17
Anajatuba,48,79.96,87,-3.27,79.96,5.86
Cholargos,0,72.48,35,38,73.4,9.17
Vereshchagino,56,36.4,90,58.08,36.4,3.85
Sliven,76,64.75,53,42.69,64.75,4.97
Sharan,92,47.29,97,54.82,47.29,2.95
Hayange,0,62.6,88,49.33,62.6,9.17
Cerquilho,0,73.4,31,-23.2,73.4,5.82
La Esperanza,1,89.6,70,14.3,89.6,19.46
Bovenden,75,65.71,100,51.58,66.2,8.05
Bhabua,0,86.62,55,25.05,86.62,13.24
Helmdange,0,63.7,88,49.69,64.4,4.7
Kedrovyy,20,39.91,88,57.52,39.91,5.19
Sonzacate,40,83.16,70,13.73,91.4,6.93
Tamandare,92,76.27,88,-8.75,76.27,9.78
Guamúchil,0,81.76,96,25.37,81.76,9.89
Spring,0,64.44,72,45.97,68,4.7
Helsinki,0,69.8,37,60.18,69.8,10.29
Sha‘bīyat Ţarābulus,0,78.8,54,32.89,78.8,3.36
Baile Govora,8,60.07,64,45.08,60.07,6.2
Zhaoyuan,0,54.49,72,37.36,54.49,2.51
Malicboy,64,83.02,100,13.98,83.02,6.53
Magione,0,71.44,69,43.13,73.4,4.7
Tandayag,92,75.73,93,9.45,75.73,3.4
Viisoara,0,64.4,55,46.93,64.4,4.7
Hodonin,0,70.81,68,48.86,73.4,10.29
Hārom,20,77,22,28.5,77,1.61
Porto Velho,0,75.2,53,-32.03,75.2,11.9
Cordoba,48,64.4,63,37.89,64.4,12.75
Kokologo,0,89.6,49,12.19,89.6,6.93
Dapdapan,88,75.01,96,11.49,75.01,1.39
Bad Mergentheim,75,65.03,82,49.49,66.2,3.36
San Miguel Tenochtitlan,40,82.4,9,19.75,82.4,16.11
Sao Domingos do Maranhao,20,85,45,-5.7,85,3.96
Dolni Benesov,0,59,100,49.92,59,2.24
Vladeni,32,68,42,47.72,68,9.17
Gjellerup Kirkeby,8,67.03,77,56.14,68,9.17
Karperi,12,58.54,76,41.12,58.54,2.62
Moore,40,90.19,43,35.34,93.2,16.11
Otrado-Kubanskoye,24,66.73,39,45.24,66.73,18.28
Marieville,1,76.42,36,45.43,77,9.17
Dieburg,75,69.8,77,49.9,69.8,8.05
Khair,0,82.84,40,27.95,82.84,10
Krasnogorodskoye,0,67.27,39,56.84,67.27,11.01
Comayagüela,40,86.52,58,14.1,89.6,10.29
Amaga,56,74.2,98,8.53,74.2,2.73
Ferzikovo,0,59.8,47,54.52,59.8,11.23
Perundurai,40,73.4,88,11.27,73.4,11.41
Pestovo,0,64.21,47,58.5,64.21,8.32
Manggar,88,78.25,100,-2.88,78.25,3.06
Veyrier,75,63.75,68,46.17,68,1.12
Pustoshka,0,65.56,55,56.34,65.56,8.55
Detroit,1,87.98,29,42.33,93.2,10.29
Quezon,36,81.85,100,9.24,81.85,3.18
Platonovka,0,54.4,54,52.71,54.4,9.66
Rottweil,20,58.9,87,48.17,58.9,2.39
Ittre,0,64.69,100,50.65,69.8,2.24
Namasuba,20,69.8,73,0.57,69.8,2.24
Bagarji,0,78.16,14,27.76,78.16,3.85
Nakskov,0,62.5,78,54.84,62.5,20.18
Pak Thong Chai,48,75.2,100,14.72,75.2,2.73
Krasnopartizanskoye,0,64.21,26,46.07,64.21,17.72
Chandauli,0,86.62,55,25.27,86.62,13.24
Auras,40,82.4,69,26.92,82.4,3.36
Zvolen,0,60.8,87,48.58,60.8,4.7
Zharkent,12,32.62,42,44.16,32.62,3.62
Francisco Pizarro,24,81.22,96,2.1,81.22,6.98
El Rancho,1,89.6,70,14.68,89.6,19.46
Matsubara,75,68.88,68,34.57,69.8,2.24
Ballalpur,92,89.59,53,19.83,89.59,3.4
Livry-Gargan,48,62.6,88,48.92,64.4,5.82
Telchac,75,89.6,49,21.2,89.6,2.73
Oyama,75,64.4,93,36.3,64.4,2.24
Santa Rita,75,98.6,44,14.92,98.6,3.36
Osmena,68,86.17,100,10.52,86.17,15.14
Bagratashen,75,51.8,87,41.25,51.8,16.11
Veracruz,40,83.26,74,8.8,84.2,8.05
Hagunoy,40,82.4,78,14.83,84.2,2.24
Yemva,92,48.37,82,62.59,48.37,8.99
Bystrovka,32,32.35,72,42.79,32.35,1.39
Kalangala,20,69.8,73,-0.31,69.8,2.24
Fergus Falls,1,82.67,45,46.28,86,16.11
Ureki,90,66.2,88,41.99,66.2,9.17
Uchiza,24,74.65,94,-8.42,74.65,2.62
Herrenberg,0,65.39,82,48.6,66.2,2.24
Silos,40,78.8,74,7.21,78.8,5.82
Mastic Beach,1,76.26,78,40.77,80.6,9.17
Straoane,0,64.4,55,45.93,64.4,4.7
Pardilho,75,59,93,40.8,59,6.93
Pedras de Fogo,40,78.8,74,-7.38,78.8,12.75
Strelcha,32,68,64,42.5,68,9.17
Dearborn,1,87.98,69,42.32,93.2,8.43
Mjälga,0,66.2,63,60.48,66.2,3.36
Alangulam,44,74.74,92,8.87,74.74,8.1
Dulce Grande,75,91.4,15,23,91.4,6.93
Aja,0,66.37,92,30.94,66.37,5.08
Daur,0,91.4,43,26.46,91.4,4.7
Nakama,75,69.84,88,33.82,71.6,2.62
Dilijan,92,49.9,100,40.74,49.9,2.28
Elwood,1,80.62,69,40.85,89.6,9.17
Chalon-sur-Saône,36,63.5,93,46.79,64.4,4.7
Vadippatti,56,78.79,72,10.02,78.79,2.62
Laharpur,0,82.75,53,27.72,82.75,13.24
Sankarpur,20,82.4,88,22.85,82.4,2.73
Ghioroiu,0,62.6,59,44.7,62.6,6.93
Bentley,90,56.66,93,53.53,59,13.87
Ipatinga,0,77,65,-19.5,77,2.24
Guyam,75,84.2,74,14.15,84.2,5.82
Salur,0,76.63,98,18.53,76.63,2.17
Volgo-Kaspiyskiy,0,57.2,33,46.24,57.2,4.47
Sanivarsante,56,69.25,99,12.73,69.25,3.96
Crossfield,75,51.75,29,51.43,53.6,9.17
Zagar,0,64.53,67,46.35,68,3.36
Brighton,75,59.02,93,50.83,60.8,9.17
Waianae,90,81.07,69,21.44,82.4,14.99
Zavoronezhskoye,0,53.41,57,52.88,53.41,8.43
Alepou,0,75.2,60,39.61,75.2,3.29
Meaford,40,81.7,47,44.6,84.2,9.17
Erythres,20,72.59,46,38.22,73.4,3.36
Frenstat pod Radhostem,0,59,100,49.54,59,2.24
Fukien,40,80.6,88,24.68,80.6,2.24
Simao Dias,92,70.78,98,-10.73,70.78,8.43
Tandoc,24,70.24,94,15.96,70.24,2.73
Orotukan,92,39.46,80,62.33,39.46,3.18
Danvers,1,83.61,57,42.58,89.6,6.93
Mongo,0,78.97,64,12.18,78.97,5.41
Boskovice,0,68,68,49.49,68,10.29
Lyndhurst,75,86.07,50,41.52,91.4,13.87
San Miguel,90,82.4,78,9.99,82.4,3.36
Warman,75,66.2,52,52.32,66.2,19.46
Livadheron,48,62.41,74,40.03,62.41,1.5
Khao Yoi,80,78.52,85,13.22,78.52,3.85
Thenzawl,88,68.62,100,23.32,68.62,1.72
Storhaug,75,63.59,93,58.97,64.4,4.7
Saint-Lin-Laurentides,20,76.39,29,45.85,77,2.24
Khirkian,0,89.41,34,22.17,89.41,11.68
Stupari,0,62.42,63,44.31,64.4,4.7
Baniyas,56,67.54,100,35.18,67.54,3.18
Somma Lombardo,0,66.2,88,45.68,73.4,3.36
Sulat,56,81.85,98,11.81,81.85,8.66
Margate,75,85.1,62,26.24,87.8,9.17
Jagtial,8,86.26,47,18.8,86.26,10.78
Kinchil,75,89.6,49,20.92,89.6,7.2
Karwar,88,78.34,88,14.81,78.34,3.06
Bellingham,75,61.07,62,48.76,62.6,6.93
Solo,12,78.52,92,13.75,78.52,4.18
Leon,8,76.36,95,10.78,76.36,7.76
Trei Movile,44,68,42,47.63,68,9.17
Guadalupe,0,71.6,73,-7.25,71.6,19.46
Jawar,0,86.17,42,23,86.17,11.79
Cupira,92,70.78,80,-8.62,70.78,10.45
Florence,40,86.77,58,34.2,89.6,14.99
Mallapuram,20,73.84,90,11.97,73.84,2.17
Chuhar Kana,40,93.2,30,31.76,93.2,6.93
Komatsu,75,64.4,77,36.4,64.4,3.36
Aparecida,40,72.57,53,-22.84,73.4,6.93
Digora,90,57.2,76,43.16,57.2,4.47
Curup,76,70.69,97,-3.47,70.69,1.95
Sepultura,0,59.71,75,-26.93,59.71,3.51
Pihani,0,82.12,50,27.63,82.12,11.12
Sazonovo,0,64.21,47,59.09,64.21,8.32
Khunzakh,92,46.3,87,42.54,46.3,1.83
Yaxchoj,0,84.46,60,16.25,84.46,4.97
Allingabro,8,68,77,56.46,68,6.93
Greci,12,62.6,67,45.18,62.6,6.93
Kaysville,40,70.74,43,41.04,73.4,4.41
Chernolesskoye,36,59.89,39,44.72,59.89,11.01
Mandurah,0,42.8,100,-32.53,42.8,10.78
Port Elizabeth,100,79.69,95,13.02,79.69,14.81
Bacsalmas,0,69.8,64,46.13,69.8,6.93
Midlands,20,69.8,83,-20.33,69.8,3.36
Moche,90,66.2,82,-8.18,66.2,13.87
Wetteren,20,65.08,93,51,69.8,5.82
Slătioarele,0,58.54,63,45.08,58.54,5.97
Bezerros,92,70.78,80,-8.23,70.78,10.45
Balaipungut,76,77.53,92,1.05,77.53,3.4
Axel,90,66.2,100,51.27,69.8,3.36
Hettstedt,0,73.4,64,51.65,73.4,10.29
Cheb,20,65.52,87,50.08,69.8,8.05
Al Janādilah,8,77.17,41,29.06,77.17,11.01
Aurora,76,84.37,42,-6.95,84.37,12.46
Malilipot,68,80.05,90,13.32,80.05,4.29
Ingersoll,40,82.96,51,43.03,86,13.87
Bad Doberan,20,66.2,63,54.1,66.2,10.29
Cwmbran,90,63.82,82,51.65,64.4,9.17
Fiche,80,51.61,99,9.8,51.61,2.95
Encarnacion de Diaz,40,87.8,22,21.52,87.8,3.36
Tekax de Alvaro Obregon,24,86.98,73,20.2,86.98,1.05
San Jacinto,36,76.09,99,14.67,76.09,3.29
Quebrada Larga,32,81.58,78,14.1,81.58,2.95
Pampas,0,57.37,20,-12.4,57.37,1.61
Marsala,0,75.2,47,37.8,75.2,13.87
La Union,40,76.21,53,5.97,78.8,13.87
El Dorado,40,91.4,52,24.32,91.4,16.11
Skead,40,73.4,27,46.7,73.4,8.05
Ceica,8,64.4,72,46.85,64.4,4.7
Sailana,0,84.55,54,23.47,84.55,11.23
Bakal,80,36.94,86,54.94,36.94,5.19
Nea Fokaia,20,69.8,60,40.13,69.8,5.82
Astrea,12,82.39,91,9.5,82.39,2.84
Babadag,24,62.6,67,44.9,62.6,6.93
Yugorsk,92,38.65,63,61.31,38.65,3.96
Pattensen,75,75.54,50,52.27,77,3.36
Yook,32,81.4,100,13.23,81.4,3.18
Ludza,0,65.74,54,56.55,65.74,8.99
Santa Leopoldina,20,75.2,73,-20.1,75.2,11.41
Xintai,0,58.72,74,35.9,58.72,2.62
San Pablo Jocopilas,40,89.6,62,14.58,89.6,13.87
Pilu,0,64.4,68,46.57,64.4,5.82
Araouane,0,91.21,16,18.9,91.21,10.45
Mehlville,90,81.63,74,38.51,82.4,8.05
Giuvarasti,0,64.84,62,43.8,64.84,8.43
Victoria,20,60.24,50,48.43,62.6,19.46
Morehead,36,73.39,85,-8.55,73.39,6.76
El Infierno,12,100.84,36,17.8,100.84,7.65
San Jose Temascatio,75,89.6,25,20.68,89.6,12.75
Shabrovskiy,0,35.6,80,56.64,35.6,6.71
San Luis Potosi,20,93.2,20,22.15,93.2,4.7
Shatoy,92,42.07,100,42.87,42.07,1.16
Magura,0,60.61,50,45.27,60.61,5.08
Lichuan,92,60.07,100,30.3,60.07,2.73
Burnsville,40,84.63,54,44.77,95,4.7
Zsambok,0,68.76,73,47.54,69.8,8.05
Gudermes,92,56.02,75,43.35,56.02,8.55
Del Pilar,40,82.49,78,15.03,84.2,2.24
Sainte-Rose,0,70.74,82,-21.1,73.4,6.93
Soka,75,65.82,82,35.82,68,4.41
Provincia de Holguín,75,78.8,83,20.65,78.8,16.11
Townsend,1,86.14,33,42.67,89.6,8.05
Pylos,20,68,82,36.91,68,2.51
San Francisco Pichataro,5,80.6,42,19.57,80.6,11.41
Kraljevo,0,60.8,72,43.69,60.8,4.18
Linkenheim-Hochstetten,0,66.65,68,49.14,69.8,2.24
Shakhta,68,38.56,97,59.09,38.56,3.51
Tjaereborg,12,67.08,64,55.46,68,10.29
General Roca,20,55.4,58,-39.03,55.4,8.05
Americana,0,73.4,31,-22.74,73.4,5.82
Alangilan,80,78.79,100,9.28,78.79,5.64
Matias Barbosa,32,64.75,66,-21.87,64.75,7.43
Mochumi,0,71.6,73,-6.55,71.6,19.46
Ilaya,88,72.22,100,5.82,72.22,2.73
Myaundzha,92,37.57,83,63.03,37.57,4.97
Georgiyevsk,75,59,67,44.15,59,15.66
Gamboula,88,68.8,99,4.13,68.8,0.16
Karditsomagoula,0,64.21,64,39.39,64.21,3.4
Siyabuswa,24,56.02,84,-25.11,56.02,4.07
Chanderi,44,81.94,33,24.72,81.94,4.63
Borken,0,66.2,100,51.85,68,2.24
Chapala,5,89.6,25,20.3,89.6,4.7
Baheri,0,74.74,68,28.78,74.74,4.41
Minolos,90,82.4,78,10.1,82.4,3.36
Sveio,20,64.4,77,59.6,64.4,2.24
Coatesville,1,83.12,65,39.98,87.8,3.18
Baicheng,0,48.73,89,45.62,48.73,4.18
Rubio,40,91.4,49,7.71,91.4,9.17
Escaudain,32,64.83,88,50.33,68,3.36
Kallaste,0,64.4,48,58.66,64.4,11.41
Rioblanco,24,70.51,81,3.53,70.51,2.73
Barnsley,90,57.9,93,53.55,60.8,13.87
Alphington,75,64.4,82,50.7,64.4,8.05
Tomar do Geru,92,72.85,95,-11.38,72.85,9.89
Tanhuato de Guerrero,0,93.19,25,20.28,93.19,2.84
Sevenoaks,90,58.6,100,51.27,60.8,9.17
Haren,75,66.65,93,53.18,68,9.17
Pueblo Juarez,40,96.8,41,17.65,96.8,5.82
Mama,0,45.85,88,58.22,45.85,1.95
Dollar,0,59.65,87,56.15,62.6,5.82
Aginskoye,0,46.03,71,55.26,46.03,6.64
Dimos Preveza,20,69.8,88,39.07,69.8,0.72
Clinton,40,70.75,43,41.14,73.4,3.29
Epinal,24,63.21,88,48.18,64.4,5.82
North Versailles,20,88.11,48,40.38,89.6,8.05
Penhalonga,0,62.6,88,-18.93,62.6,6.93
Rumoi,0,54.94,85,43.93,54.94,4.74
Frontera Hidalgo,40,89.6,70,14.78,89.6,11.41
New York,1,86.16,42,40.71,91.4,4.41
Pajo,12,43.51,95,27.62,43.51,1.5
Birstonas,0,64.4,63,54.62,64.4,2.24
Xico,36,78.88,38,19.42,78.88,4.07
Redlands,75,80.67,19,34.06,86,4.7
Beryslav,0,64.75,36,46.84,64.75,8.99
Plopsoru,0,62.6,59,44.78,62.6,6.93
Namirembe,20,69.8,73,0.32,69.8,2.24
Chanthaburi,92,79.24,99,12.61,79.24,5.53
Dealu Morii,0,64.4,55,46.32,64.4,4.7
Kingsville,1,95.74,44,27.52,98.6,11.41
Bamut,92,54.22,80,43.16,54.22,5.97
Guapo,40,78.8,44,-16.82,78.8,8.05
Fria,48,75.91,92,10.45,75.91,5.41
Kirriemuir,0,61.07,77,56.67,62.6,6.93
Krya Vrysi,20,69.8,60,40.69,69.8,5.82
Amarpur,0,75.64,83,25.03,75.64,6.42
Enderby,20,69.8,28,50.55,69.8,9.17
Bacoli,40,76.3,54,40.8,78.8,2.24
Lefkada,20,69.8,88,38.77,69.8,2.73
Cajamarca,40,69.8,49,-7.17,69.8,9.17
Baixi,76,64.57,80,28.7,64.57,0.16
Bathgate,0,58.3,87,55.9,60.8,5.82
Khelyulya,76,69.43,32,61.73,69.43,23.2
San Pedro Zacapa,1,89.6,70,14.75,89.6,19.46
Khomeyni Shahr,0,78.8,24,32.7,78.8,6.93
Chambar,0,87.07,48,25.29,87.07,11.79
Wareham Center,1,79.59,50,41.76,87.8,6.93
Malya,20,61.42,72,-2.98,61.42,3.96
Pucheni,0,58.36,56,45.18,58.36,5.86
San Bernardino,36,74.02,90,17.4,74.02,1.28
Mandok,0,64.03,71,48.32,64.03,1.95
Albino,0,72.68,77,45.77,75.2,4.7
Chaykovskaya,40,41,86,58.13,41,2.84
Sem,0,69.8,64,59.28,69.8,2.24
Talwandi Bhai,92,88.6,52,30.85,88.6,2.06
Martano,0,72.18,83,40.2,73.4,3.36
Komarovo,0,62.6,48,60.18,62.6,8.95
Ūdriņi,0,69.16,46,57.62,69.16,8.99
Dornesti,20,68,42,47.87,68,9.17
Venezuela,56,84.01,94,21.74,84.01,8.99
Juybar,75,68,94,36.64,68,4.7
Canterbury,92,59.02,93,51.27,60.8,11.41
Champfleury,40,81.3,65,15.98,82.4,16.11
Fuyang,0,63.04,89,32.9,63.04,2.73
Puro,68,84.28,94,12.47,84.28,11.45
Swinford,0,69.8,60,53.95,69.8,9.17
Daurala,44,80.32,43,29.12,80.32,10
Dhola,0,84.64,71,21.88,84.64,11.45
Polikhronon,64,73.03,79,40.02,73.03,2.39
Mutengene,40,78.8,94,4.1,78.8,3.36
Tiszanana,0,68,68,47.57,68,2.24
Sernovodsk,92,54.22,80,43.31,54.22,5.97
Nagareyama,75,65.84,82,35.88,68,4.41
Gefyra,20,69.8,60,40.73,69.8,5.82
Dabou,20,82.4,74,5.33,82.4,10.29
Tapachula,40,89.6,70,14.9,89.6,11.41
Untermassfeld,75,68,94,50.55,68,13.87
Serbanesti,0,62.6,59,44.33,62.6,6.93
Verkhniy Tagil,64,38.92,78,57.37,38.92,4.41
Eschenbach,0,65.14,72,47.24,68,3.36
Tadepallegudem,12,84.19,87,16.83,84.19,4.74
Pugo,24,70.24,94,16.32,70.24,2.73
Prospect,32,85.55,48,41.5,89.6,9.17
Horodyshche,0,57.64,53,49.28,57.64,7.31
Wendeng,8,53.32,94,37.19,53.32,2.73
Miaray,68,65.47,96,7.57,65.47,2.17
Naifaru,56,85,96,5.43,85,20.29
Giarre,0,71.22,60,37.72,73.4,3.36
Lavrentiya,0,33.7,94,65.58,33.7,15.82
Linao,75,77,100,7.02,77,5.82
Willmar,1,74.61,69,45.12,78.8,13.87
Solonytsivka,0,55.4,54,50,55.4,6.71
Arco,40,64.69,64,45.92,75.2,5.82
Camp Springs,40,80.73,74,38.8,84.2,4.41
Dunboyne,20,60.78,72,53.4,62.6,9.17
Sirkazhi,24,86.44,73,11.23,86.44,15.59
Lucenec,0,60.8,87,48.33,60.8,4.7
Maaseik,8,66.4,82,51.1,69.8,6.93
Znamensk,0,66.2,88,54.61,66.2,2.24
Tiszaszentimre,0,68,68,47.48,68,2.24
Vukovar,0,64.4,63,45.34,64.4,8.05
Sao Domingos,0,77.71,42,-13.4,77.71,9.22
Riposto,0,71.2,60,37.73,73.4,3.36
Falmouth,20,80.6,74,17.03,80.6,13.87
Maizuru,92,63.49,100,35.45,63.49,3.18
Roznov pod Radhostem,0,59,100,49.46,59,2.24
Boton,64,82.39,100,12.93,82.39,7.43
Toyokawa,75,69.8,88,34.82,69.8,9.17
Oakley,0,59.68,87,56.07,62.6,5.82
Mendeleyevskiy,0,56.74,52,54.14,56.74,11.56
Sic,0,62.82,67,46.93,68,6.98
Arshaluys,75,60.8,93,40.17,60.8,4.7
Mazsalaca,0,67.72,50,57.87,67.72,7.54
Vitina,0,71.6,78,43.24,71.6,2.24
Moncada,40,68,77,39.55,68,4.7
Hernando County,40,82.74,62,28.56,86,6.93
Becov,20,68.45,68,50.45,73.4,5.82
Silae,64,70.06,96,8.16,70.06,1.72
Los Santos,48,82.03,91,7.93,82.03,4.74
Pedasi,48,82.03,91,7.65,82.03,4.74
Villa Nueva,40,78.8,57,14.53,78.8,20.8
Bongor,56,80.14,74,9.92,80.14,8.21
Mecea,20,68,45,46.27,68,4.7
Nea Peramos,20,72.57,46,38,73.4,3.36
Balfron,0,59.56,72,56.07,62.6,11.41
Trebisov,0,64.4,59,48.63,64.4,9.17
San Felipe,75,51.8,81,-32.75,51.8,14.99
Madhyamgram,20,82.4,88,22.7,82.4,2.73
Oak Creek,1,78.58,48,42.89,84.2,8.05
Melenci,0,68,60,45.51,68,5.82
Boguchany,20,45.58,88,58.38,45.58,5.64
Tysmenytsya,0,59,77,48.9,59,2.95
Pamplona,8,81.85,88,18.47,81.85,9.22
Kalabo,8,64.21,53,-14.97,64.21,8.21
San Roque,75,89.6,25,20.97,89.6,12.75
Munchenstein,75,64.4,88,47.51,68,5.82
Sovetsk,0,65.74,70,55.08,65.74,2.95
Duyure,40,82.4,58,13.63,82.4,10.29
Zipaquira,75,64.4,72,5.02,64.4,11.41
Kitcharao,20,80.05,100,9.46,80.05,6.42
Utkivka,0,55.4,54,49.79,55.4,6.71
Sangkhla Buri,100,74.74,100,15.25,74.74,2.51
Cacule,88,73.84,57,-14.5,73.84,13.47
Siesta Shores,0,100.66,31,26.78,100.66,13.02
Domingo Arenas,5,84.2,25,19.15,84.2,13.87
Jodhpur,20,91.12,36,26.29,91.12,10.22
Portachuelo,75,78.93,83,-17.35,80.6,11.41
Steinfort,0,63.72,88,49.66,64.4,4.7
